strategy,split,horizon_s,days,pnl_all,pnl_kept,pnl_filtered,score,kept_turnover_per_day,constraint_ok,kept_trade_count,filtered_trade_count,all_clipped_turnover,kept_clipped_turnover,filtered_clipped_turnover
guard_q95w30_ret1s_lt-20,train,300,7,-0.08505801517955065,-0.08649999207846189,2.2508407378974837,-0.0014419768989112347,27964782223.486645,True,83959587,25653,195874316413.89697,195753475564.40652,120840849.49043
guard_q95w30_ret1s_lt-50,train,30,7,0.030236575191214074,0.032986346205797115,-79.2200147631128,0.002749771014583041,27981074333.806816,True,83983557,1683,195874316413.89697,195867520336.6477,6796077.24928
guard_q95w30_ret1s_lt-50,train,120,7,-0.00946338082190134,-0.006847000806093621,-75.41529635732482,0.0026163800158077195,27981074333.806816,True,83983557,1683,195874316413.89697,195867520336.6477,6796077.24928
guard_q95w30_ret1s_lt-50,train,300,7,-0.08505801517955065,-0.08395469582340218,-31.883464434282477,0.0011033193561484772,27981074333.806816,True,83983557,1683,195874316413.89697,195867520336.6477,6796077.24928
guard_q95w30_ret1s_lt0,train,30,7,0.030236575191214074,0.03721312980473408,-0.15572724720700826,0.0069765546135200085,26970239018.265873,True,81718938,2266302,195874316413.89697,188791673127.8611,7082643286.03585
guard_q95w30_ret1s_lt0,train,120,7,-0.00946338082190134,-0.057284008744128825,1.265221223619793,-0.047820627922227486,26970239018.265873,True,81718938,2266302,195874316413.89697,188791673127.8611,7082643286.03585
guard_q95w30_ret1s_lt0,train,300,7,-0.08505801517955065,-0.163605629184566,2.008670959911631,-0.07854761400501535,26970239018.265873,True,81718938,2266302,195874316413.89697,188791673127.8611,7082643286.03585
guard_q95w30_ret1s_lt100,train,30,7,0.030236575191214074,0.020162862001644574,0.1501544942312926,-0.0100737131895695,25813574101.288708,True,78355508,5629732,195874316413.89697,180695018709.02097,15179297704.87599
guard_q95w30_ret1s_lt100,train,120,7,-0.00946338082190134,-0.15338753958916626,1.7038160519134555,-0.14392415876726491,25813574101.288708,True,78355508,5629732,195874316413.89697,180695018709.02097,15179297704.87599
guard_q95w30_ret1s_lt100,train,300,7,-0.08505801517955065,-0.31625047721977134,2.6670670874411706,-0.2311924620402207,25813574101.288708,True,78355508,5629732,195874316413.89697,180695018709.02097,15179297704.87599
guard_q95w30_ret1s_lt20,train,30,7,0.030236575191214074,0.017390012020991476,0.18341626827698282,-0.012846563170222598,25816886994.929966,True,78363545,5621695,195874316413.89697,180718208964.50977,15156107449.3872
guard_q95w30_ret1s_lt20,train,120,7,-0.00946338082190134,-0.15727673781572998,1.753031720651958,-0.14781335699382864,25816886994.929966,True,78363545,5621695,195874316413.89697,180718208964.50977,15156107449.3872
guard_q95w30_ret1s_lt20,train,300,7,-0.08505801517955065,-0.3170589298889535,2.681271659139729,-0.23200091470940287,25816886994.929966,True,78363545,5621695,195874316413.89697,180718208964.50977,15156107449.3872
guard_q95w30_ret1s_lt50,train,30,7,0.030236575191214074,0.019860806200755775,0.1537621877205928,-0.0103757689904583,25813768567.338696,True,78355940,5629300,195874316413.89697,180696379971.37088,15177936442.52609
guard_q95w30_ret1s_lt50,train,120,7,-0.00946338082190134,-0.15387920831687704,1.7098360336753813,-0.1444158274949757,25813768567.338696,True,78355940,5629300,195874316413.89697,180696379971.37088,15177936442.52609
guard_q95w30_ret1s_lt50,train,300,7,-0.08505801517955065,-0.31638035475833065,2.6688808701671745,-0.23132233957878,25813768567.338696,True,78355940,5629300,195874316413.89697,180696379971.37088,15177936442.52609
guard_q95w30_ret5s_gt-100,train,30,7,0.030236575191214074,0.01640734553826694,0.19493736621718064,-0.013829229652947132,25814509860.949455,True,78357426,5627814,195874316413.89697,180701569026.64618,15172747387.25078
guard_q95w30_ret5s_gt-100,train,120,7,-0.00946338082190134,-0.15754000214234254,1.7540720637378586,-0.1480766213204412,25814509860.949455,True,78357426,5627814,195874316413.89697,180701569026.64618,15172747387.25078
guard_q95w30_ret5s_gt-100,train,300,7,-0.08505801517955065,-0.31907879419408114,2.702039197570266,-0.2340207790145305,25814509860.949455,True,78357426,5627814,195874316413.89697,180701569026.64618,15172747387.25078
guard_q95w30_ret5s_gt-20,train,30,7,0.030236575191214074,-0.0034961902357361577,0.46075269941678865,-0.03373276542695023,25948843210.546215,True,78643785,5341455,195874316413.89697,181641902473.82352,14232413940.07345
guard_q95w30_ret5s_gt-20,train,120,7,-0.00946338082190134,-0.16023295560959597,1.9147409400274775,-0.15076957478769462,25948843210.546215,True,78643785,5341455,195874316413.89697,181641902473.82352,14232413940.07345
guard_q95w30_ret5s_gt-20,train,300,7,-0.08505801517955065,-0.302636590910006,2.69179955793716,-0.21757857573045536,25948843210.546215,True,78643785,5341455,195874316413.89697,181641902473.82352,14232413940.07345
guard_q95w30_ret5s_gt-50,train,30,7,0.030236575191214074,0.0191880303208349,0.16301932694389715,-0.011048544870379175,25832576419.89309,True,78390766,5594474,195874316413.89697,180828034939.25162,15046281474.645329
guard_q95w30_ret5s_gt-50,train,120,7,-0.00946338082190134,-0.15695403380010425,1.7630971681016454,-0.1474906529782029,25832576419.89309,True,78390766,5594474,195874316413.89697,180828034939.25162,15046281474.645329
